,Rank,Restaurant Name,Style,Rate,Site Link
12598,27,The Griddle Cafe,"American, Cafe",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d350455-Reviews-The_Griddle_Cafe-Los_Angeles_California.html
12599,28,Cassell's Hamburgers,American,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d7387771-Reviews-Cassell_s_Hamburgers-Los_Angeles_California.html
12600,29,The Factory Kitchen,"Italian, Northern-Italian",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d5771804-Reviews-The_Factory_Kitchen-Los_Angeles_California.html
12601,30,Ca' Del Sole,Italian,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d364902-Reviews-Ca_Del_Sole-Los_Angeles_California.html
12602,1,n/naka,"Japanese, Sushi",5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d3701882-Reviews-N_naka-Los_Angeles_California.html
12603,2,Raffaello Ristorante,Italian,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d446648-Reviews-Raffaello_Ristorante-Los_Angeles_California.html
12604,3,Brent's Delicatessen & Restaurant,"American, Deli",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d348825-Reviews-Brent_s_Delicatessen_Restaurant-Los_Angeles_California.html
12605,4,Providence,Seafood,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d594024-Reviews-Providence-Los_Angeles_California.html
12606,5,Angelini Osteria,"Italian, Sicilian",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d350450-Reviews-Angelini_Osteria-Los_Angeles_California.html
12607,6,Maccheroni Republic,"Italian, Mediterranean",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d3848093-Reviews-Maccheroni_Republic-Los_Angeles_California.html
12608,7,Sushi Gen,"Japanese, Sushi",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d364705-Reviews-Sushi_Gen-Los_Angeles_California.html
12609,8,Cafe Gratitude,"American, Cafe",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d3458135-Reviews-Cafe_Gratitude-Los_Angeles_California.html
12610,9,Langer's,"American, Deli",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d364756-Reviews-Langer_s-Los_Angeles_California.html
12611,10,Toast Bakery Cafe,"American, Cafe",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d350178-Reviews-Toast_Bakery_Cafe-Los_Angeles_California.html
12612,11,Karl Strauss Brewing Company,"American, Brew Pub",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d11829076-Reviews-Karl_Strauss_Brewing_Company-Los_Angeles_California.html
12613,12,Flake,"American, Cafe",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4340723-Reviews-Flake-Los_Angeles_California.html
12614,13,Nickel Diner,"American, Diner",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d1591286-Reviews-Nickel_Diner-Los_Angeles_California.html
12615,14,Magic Castle,American,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d941518-Reviews-Magic_Castle-Los_Angeles_California.html
12616,15,Redbird,American,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d7617914-Reviews-Redbird-Los_Angeles_California.html
12617,16,Pampas Grill,"Brazilian, Barbecue",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d2146116-Reviews-Pampas_Grill-Los_Angeles_California.html
12618,17,Genwa Korean BBQ,"Asian, Korean",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d1994657-Reviews-Genwa_Korean_BBQ-Los_Angeles_California.html
12619,18,Lemonade,American,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d2435121-Reviews-Lemonade-Los_Angeles_California.html
12620,19,The Boiling Crab,"American, Seafood",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d2185973-Reviews-The_Boiling_Crab-Los_Angeles_California.html
12621,20,Craft Los Angeles,American,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d875880-Reviews-Craft_Los_Angeles-Los_Angeles_California.html
12622,21,Raffi's Place Restaurant,"Mediterranean, Middle Eastern",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32431-d376306-Reviews-Raffi_s_Place_Restaurant-Glendale_California.html
12623,22,Foxy's Restaurant,American,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32431-d371841-Reviews-Foxy_s_Restaurant-Glendale_California.html
12624,23,SUGARFISH by sushi nozawa,"Japanese, Seafood",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d1907184-Reviews-SUGARFISH_by_sushi_nozawa-Los_Angeles_California.html
12625,24,Aroma Coffee & Tea,"American, Cafe",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d941759-Reviews-Aroma_Coffee_Tea-Los_Angeles_California.html
12626,25,Off Vine,"American, Contemporary",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d364726-Reviews-Off_Vine-Los_Angeles_California.html
12627,26,Din Tai Fung,"Chinese, Asian",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32431-d5971579-Reviews-Din_Tai_Fung-Glendale_California.html
12628,27,The Griddle Cafe,"American, Cafe",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d350455-Reviews-The_Griddle_Cafe-Los_Angeles_California.html
12629,28,Cassell's Hamburgers,American,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d7387771-Reviews-Cassell_s_Hamburgers-Los_Angeles_California.html
12630,29,The Factory Kitchen,"Italian, Northern-Italian",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d5771804-Reviews-The_Factory_Kitchen-Los_Angeles_California.html
12631,30,Ca' Del Sole,Italian,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d364902-Reviews-Ca_Del_Sole-Los_Angeles_California.html
12632,1,n/naka,"Japanese, Sushi",5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d3701882-Reviews-N_naka-Los_Angeles_California.html
12633,2,Raffaello Ristorante,Italian,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d446648-Reviews-Raffaello_Ristorante-Los_Angeles_California.html
12634,3,Brent's Delicatessen & Restaurant,"American, Deli",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d348825-Reviews-Brent_s_Delicatessen_Restaurant-Los_Angeles_California.html
12635,4,Providence,Seafood,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d594024-Reviews-Providence-Los_Angeles_California.html
12636,5,Angelini Osteria,"Italian, Sicilian",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d350450-Reviews-Angelini_Osteria-Los_Angeles_California.html
12637,6,Maccheroni Republic,"Italian, Mediterranean",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d3848093-Reviews-Maccheroni_Republic-Los_Angeles_California.html
12638,7,Sushi Gen,"Japanese, Sushi",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d364705-Reviews-Sushi_Gen-Los_Angeles_California.html
12639,8,Cafe Gratitude,"American, Cafe",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d3458135-Reviews-Cafe_Gratitude-Los_Angeles_California.html
12640,9,Langer's,"American, Deli",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d364756-Reviews-Langer_s-Los_Angeles_California.html
12641,10,Toast Bakery Cafe,"American, Cafe",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d350178-Reviews-Toast_Bakery_Cafe-Los_Angeles_California.html
12642,11,Karl Strauss Brewing Company,"American, Brew Pub",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d11829076-Reviews-Karl_Strauss_Brewing_Company-Los_Angeles_California.html
12643,12,Flake,"American, Cafe",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4340723-Reviews-Flake-Los_Angeles_California.html
12644,13,Nickel Diner,"American, Diner",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d1591286-Reviews-Nickel_Diner-Los_Angeles_California.html
12645,14,Magic Castle,American,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d941518-Reviews-Magic_Castle-Los_Angeles_California.html
12646,15,Redbird,American,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d7617914-Reviews-Redbird-Los_Angeles_California.html
12647,16,Pampas Grill,"Brazilian, Barbecue",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d2146116-Reviews-Pampas_Grill-Los_Angeles_California.html
12648,17,Genwa Korean BBQ,"Asian, Korean",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d1994657-Reviews-Genwa_Korean_BBQ-Los_Angeles_California.html
12649,18,Lemonade,American,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d2435121-Reviews-Lemonade-Los_Angeles_California.html
12650,19,The Boiling Crab,"American, Seafood",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d2185973-Reviews-The_Boiling_Crab-Los_Angeles_California.html
12651,20,Craft Los Angeles,American,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d875880-Reviews-Craft_Los_Angeles-Los_Angeles_California.html
12652,21,Raffi's Place Restaurant,"Mediterranean, Middle Eastern",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32431-d376306-Reviews-Raffi_s_Place_Restaurant-Glendale_California.html
12653,22,Foxy's Restaurant,American,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32431-d371841-Reviews-Foxy_s_Restaurant-Glendale_California.html
12654,23,SUGARFISH by sushi nozawa,"Japanese, Seafood",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d1907184-Reviews-SUGARFISH_by_sushi_nozawa-Los_Angeles_California.html
12655,24,Aroma Coffee & Tea,"American, Cafe",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d941759-Reviews-Aroma_Coffee_Tea-Los_Angeles_California.html
12656,25,Off Vine,"American, Contemporary",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d364726-Reviews-Off_Vine-Los_Angeles_California.html
12657,26,Din Tai Fung,"Chinese, Asian",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32431-d5971579-Reviews-Din_Tai_Fung-Glendale_California.html
12658,27,The Griddle Cafe,"American, Cafe",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d350455-Reviews-The_Griddle_Cafe-Los_Angeles_California.html
12659,28,Cassell's Hamburgers,American,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d7387771-Reviews-Cassell_s_Hamburgers-Los_Angeles_California.html
12660,29,The Factory Kitchen,"Italian, Northern-Italian",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d5771804-Reviews-The_Factory_Kitchen-Los_Angeles_California.html
12661,30,Ca' Del Sole,Italian,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d364902-Reviews-Ca_Del_Sole-Los_Angeles_California.html
12662,1,n/naka,"Japanese, Sushi",5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d3701882-Reviews-N_naka-Los_Angeles_California.html
12663,2,Raffaello Ristorante,Italian,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d446648-Reviews-Raffaello_Ristorante-Los_Angeles_California.html
12664,3,Brent's Delicatessen & Restaurant,"American, Deli",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d348825-Reviews-Brent_s_Delicatessen_Restaurant-Los_Angeles_California.html
12665,4,Providence,Seafood,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d594024-Reviews-Providence-Los_Angeles_California.html
12666,5,Angelini Osteria,"Italian, Sicilian",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d350450-Reviews-Angelini_Osteria-Los_Angeles_California.html
12667,6,Maccheroni Republic,"Italian, Mediterranean",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d3848093-Reviews-Maccheroni_Republic-Los_Angeles_California.html
12668,7,Sushi Gen,"Japanese, Sushi",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d364705-Reviews-Sushi_Gen-Los_Angeles_California.html
12669,8,Cafe Gratitude,"American, Cafe",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d3458135-Reviews-Cafe_Gratitude-Los_Angeles_California.html
12670,9,Langer's,"American, Deli",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d364756-Reviews-Langer_s-Los_Angeles_California.html
12671,10,Toast Bakery Cafe,"American, Cafe",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d350178-Reviews-Toast_Bakery_Cafe-Los_Angeles_California.html
12672,11,Karl Strauss Brewing Company,"American, Brew Pub",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d11829076-Reviews-Karl_Strauss_Brewing_Company-Los_Angeles_California.html
12673,12,Flake,"American, Cafe",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4340723-Reviews-Flake-Los_Angeles_California.html
12674,13,Nickel Diner,"American, Diner",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d1591286-Reviews-Nickel_Diner-Los_Angeles_California.html
12675,14,Magic Castle,American,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d941518-Reviews-Magic_Castle-Los_Angeles_California.html
12676,15,Redbird,American,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d7617914-Reviews-Redbird-Los_Angeles_California.html
12677,16,Pampas Grill,"Brazilian, Barbecue",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d2146116-Reviews-Pampas_Grill-Los_Angeles_California.html
12678,17,Genwa Korean BBQ,"Asian, Korean",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d1994657-Reviews-Genwa_Korean_BBQ-Los_Angeles_California.html
12679,18,Lemonade,American,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d2435121-Reviews-Lemonade-Los_Angeles_California.html
12680,19,The Boiling Crab,"American, Seafood",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d2185973-Reviews-The_Boiling_Crab-Los_Angeles_California.html
12681,20,Craft Los Angeles,American,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d875880-Reviews-Craft_Los_Angeles-Los_Angeles_California.html
12682,21,Raffi's Place Restaurant,"Mediterranean, Middle Eastern",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32431-d376306-Reviews-Raffi_s_Place_Restaurant-Glendale_California.html
12683,22,Foxy's Restaurant,American,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32431-d371841-Reviews-Foxy_s_Restaurant-Glendale_California.html
12684,23,SUGARFISH by sushi nozawa,"Japanese, Seafood",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d1907184-Reviews-SUGARFISH_by_sushi_nozawa-Los_Angeles_California.html
12685,24,Aroma Coffee & Tea,"American, Cafe",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d941759-Reviews-Aroma_Coffee_Tea-Los_Angeles_California.html
12686,25,Off Vine,"American, Contemporary",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d364726-Reviews-Off_Vine-Los_Angeles_California.html
12687,26,Din Tai Fung,"Chinese, Asian",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32431-d5971579-Reviews-Din_Tai_Fung-Glendale_California.html
12688,27,The Griddle Cafe,"American, Cafe",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d350455-Reviews-The_Griddle_Cafe-Los_Angeles_California.html
12689,28,Cassell's Hamburgers,American,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d7387771-Reviews-Cassell_s_Hamburgers-Los_Angeles_California.html
12690,29,The Factory Kitchen,"Italian, Northern-Italian",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d5771804-Reviews-The_Factory_Kitchen-Los_Angeles_California.html
12691,30,Ca' Del Sole,Italian,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d364902-Reviews-Ca_Del_Sole-Los_Angeles_California.html
12692,1,n/naka,"Japanese, Sushi",5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d3701882-Reviews-N_naka-Los_Angeles_California.html
12693,2,Raffaello Ristorante,Italian,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d446648-Reviews-Raffaello_Ristorante-Los_Angeles_California.html
12694,3,Brent's Delicatessen & Restaurant,"American, Deli",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d348825-Reviews-Brent_s_Delicatessen_Restaurant-Los_Angeles_California.html
12695,4,Providence,Seafood,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d594024-Reviews-Providence-Los_Angeles_California.html
12696,5,Angelini Osteria,"Italian, Sicilian",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d350450-Reviews-Angelini_Osteria-Los_Angeles_California.html
12697,6,Maccheroni Republic,"Italian, Mediterranean",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d3848093-Reviews-Maccheroni_Republic-Los_Angeles_California.html
12698,7,Sushi Gen,"Japanese, Sushi",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d364705-Reviews-Sushi_Gen-Los_Angeles_California.html
12699,8,Cafe Gratitude,"American, Cafe",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d3458135-Reviews-Cafe_Gratitude-Los_Angeles_California.html
12700,9,Langer's,"American, Deli",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d364756-Reviews-Langer_s-Los_Angeles_California.html
12701,10,Toast Bakery Cafe,"American, Cafe",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d350178-Reviews-Toast_Bakery_Cafe-Los_Angeles_California.html
12702,11,Karl Strauss Brewing Company,"American, Brew Pub",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d11829076-Reviews-Karl_Strauss_Brewing_Company-Los_Angeles_California.html
12703,12,Flake,"American, Cafe",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4340723-Reviews-Flake-Los_Angeles_California.html
12704,13,Nickel Diner,"American, Diner",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d1591286-Reviews-Nickel_Diner-Los_Angeles_California.html
12705,14,Magic Castle,American,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d941518-Reviews-Magic_Castle-Los_Angeles_California.html
12706,15,Redbird,American,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d7617914-Reviews-Redbird-Los_Angeles_California.html
12707,16,Pampas Grill,"Brazilian, Barbecue",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d2146116-Reviews-Pampas_Grill-Los_Angeles_California.html
12708,17,Genwa Korean BBQ,"Asian, Korean",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d1994657-Reviews-Genwa_Korean_BBQ-Los_Angeles_California.html
12709,18,Lemonade,American,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d2435121-Reviews-Lemonade-Los_Angeles_California.html
12710,19,The Boiling Crab,"American, Seafood",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d2185973-Reviews-The_Boiling_Crab-Los_Angeles_California.html
12711,20,Craft Los Angeles,American,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d875880-Reviews-Craft_Los_Angeles-Los_Angeles_California.html
12712,21,Raffi's Place Restaurant,"Mediterranean, Middle Eastern",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32431-d376306-Reviews-Raffi_s_Place_Restaurant-Glendale_California.html
12713,22,Foxy's Restaurant,American,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32431-d371841-Reviews-Foxy_s_Restaurant-Glendale_California.html
12714,23,SUGARFISH by sushi nozawa,"Japanese, Seafood",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d1907184-Reviews-SUGARFISH_by_sushi_nozawa-Los_Angeles_California.html
12715,24,Aroma Coffee & Tea,"American, Cafe",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d941759-Reviews-Aroma_Coffee_Tea-Los_Angeles_California.html
12716,25,Off Vine,"American, Contemporary",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d364726-Reviews-Off_Vine-Los_Angeles_California.html
12717,26,Din Tai Fung,"Chinese, Asian",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32431-d5971579-Reviews-Din_Tai_Fung-Glendale_California.html
12718,27,The Griddle Cafe,"American, Cafe",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d350455-Reviews-The_Griddle_Cafe-Los_Angeles_California.html
12719,28,Cassell's Hamburgers,American,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d7387771-Reviews-Cassell_s_Hamburgers-Los_Angeles_California.html
12720,29,The Factory Kitchen,"Italian, Northern-Italian",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d5771804-Reviews-The_Factory_Kitchen-Los_Angeles_California.html
12721,30,Ca' Del Sole,Italian,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d364902-Reviews-Ca_Del_Sole-Los_Angeles_California.html
12722,1,n/naka,"Japanese, Sushi",5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d3701882-Reviews-N_naka-Los_Angeles_California.html
12723,2,Raffaello Ristorante,Italian,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d446648-Reviews-Raffaello_Ristorante-Los_Angeles_California.html
12724,3,Brent's Delicatessen & Restaurant,"American, Deli",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d348825-Reviews-Brent_s_Delicatessen_Restaurant-Los_Angeles_California.html
12725,4,Providence,Seafood,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d594024-Reviews-Providence-Los_Angeles_California.html
12726,5,Angelini Osteria,"Italian, Sicilian",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d350450-Reviews-Angelini_Osteria-Los_Angeles_California.html
12727,6,Maccheroni Republic,"Italian, Mediterranean",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d3848093-Reviews-Maccheroni_Republic-Los_Angeles_California.html
12728,7,Sushi Gen,"Japanese, Sushi",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d364705-Reviews-Sushi_Gen-Los_Angeles_California.html
12729,8,Cafe Gratitude,"American, Cafe",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d3458135-Reviews-Cafe_Gratitude-Los_Angeles_California.html
12730,9,Langer's,"American, Deli",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d364756-Reviews-Langer_s-Los_Angeles_California.html
12731,10,Toast Bakery Cafe,"American, Cafe",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d350178-Reviews-Toast_Bakery_Cafe-Los_Angeles_California.html
12732,11,Karl Strauss Brewing Company,"American, Brew Pub",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d11829076-Reviews-Karl_Strauss_Brewing_Company-Los_Angeles_California.html
12733,12,Flake,"American, Cafe",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4340723-Reviews-Flake-Los_Angeles_California.html
12734,13,Nickel Diner,"American, Diner",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d1591286-Reviews-Nickel_Diner-Los_Angeles_California.html
12735,14,Magic Castle,American,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d941518-Reviews-Magic_Castle-Los_Angeles_California.html
12736,15,Redbird,American,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d7617914-Reviews-Redbird-Los_Angeles_California.html
12737,16,Pampas Grill,"Brazilian, Barbecue",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d2146116-Reviews-Pampas_Grill-Los_Angeles_California.html
12738,17,Genwa Korean BBQ,"Asian, Korean",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d1994657-Reviews-Genwa_Korean_BBQ-Los_Angeles_California.html
12739,18,Lemonade,American,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d2435121-Reviews-Lemonade-Los_Angeles_California.html
12740,19,The Boiling Crab,"American, Seafood",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d2185973-Reviews-The_Boiling_Crab-Los_Angeles_California.html
12741,20,Raffi's Place Restaurant,"Mediterranean, Middle Eastern",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32431-d376306-Reviews-Raffi_s_Place_Restaurant-Glendale_California.html
12742,21,Craft Los Angeles,American,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d875880-Reviews-Craft_Los_Angeles-Los_Angeles_California.html
12743,22,Foxy's Restaurant,American,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32431-d371841-Reviews-Foxy_s_Restaurant-Glendale_California.html
12744,23,SUGARFISH by sushi nozawa,"Japanese, Seafood",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d1907184-Reviews-SUGARFISH_by_sushi_nozawa-Los_Angeles_California.html
12745,24,Aroma Coffee & Tea,"American, Cafe",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d941759-Reviews-Aroma_Coffee_Tea-Los_Angeles_California.html
12746,25,Off Vine,"American, Contemporary",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d364726-Reviews-Off_Vine-Los_Angeles_California.html
12747,26,Din Tai Fung,"Chinese, Asian",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32431-d5971579-Reviews-Din_Tai_Fung-Glendale_California.html
